0x21 !
0x22 "
0x23 #
0x25 %
0x27 '
0x28 (
0x29 )
0x2a *
0x2b +
0x2c ,
0x2d -
0x2e .
0x2f /
0x3a :
0x3b ;
0x3c <
0x3d =
0x3e >
0x3f ?
0x40 @
0x5b [
0x5d ]
0x5e ^
0x5f _
0x60 `
0x7c |
0x7e ~
0xb0 °
0xb4 ´
0x25e ɞ
0x29a ʚ
0x2ca ˊ
0x2cb ˋ
0x2ce ˎ
0x2cf ˏ
0x2d7 ˗
0x2d8 ˘
0x2da ˚
0x308 ̈
0x32e ̮
0x333 ̳
0x359 ͙
0x35e ͞
0x35f ͟
0x648 و
0x669 ٩
0x116e ᅮ
0x11a2 ᆢ
0x141f ᐟ
0x15dc ᗜ
0x17d6 ៖
0x1bc5 ᯅ
0x200b ​
0x200d ‍
0x200f ‏
0x2014 —
0x2019 ’
0x201c “
0x201d ”
0x2022 •
0x2026 …
0x2027 ‧
0x203c ‼
0x2049 ⁉
0x208a ₊
0x20dd ⃝
0x2171 ⅱ
0x2197 ↗
0x2229 ∩
0x22c6 ⋆
0x2364 ⍤
0x23f0 ⏰
0x25bd ▽
0x25e1 ◡
0x2600 ☀
0x2601 ☁
0x2606 ☆
0x263a ☺
0x2640 ♀
0x2642 ♂
0x2661 ♡
0x2665 ♥
0x26c4 ⛄
0x26c5 ⛅
0x270a ✊
0x270b ✋
0x270c ✌
0x2728 ✨
0x2729 ✩
0x2753 ❓
0x2755 ❕
0x2763 ❣
0x2764 ❤
0x2b50 ⭐
0x3002 。
0x301c 〜
0x310e ㄎ
0x310f ㄏ
0xf646 
0xfe0e ︎
0xfe0f ️
0xfe36 ︶
0xff01 ！
0xff03 ＃
0xff09 ）
0xff1c ＜
0xff1e ＞
0xff1f ？
0xff5e ～
0xff61 ｡
0xff65 ･
0xff7c ｼ
0xff89 ﾉ
0xff9f ﾟ
0xfffc ￼
0x1d40b 𝐋
0x1d41a 𝐚
0x1d427 𝐧
0x1d440 𝑀
0x1d452 𝑒
0x1f1e6 🇦
0x1f1e8 🇨
0x1f308 🌈
0x1f315 🌕
0x1f319 🌙
0x1f31b 🌛
0x1f31c 🌜
0x1f31e 🌞
0x1f31f 🌟
0x1f331 🌱
0x1f334 🌴
0x1f337 🌷
0x1f338 🌸
0x1f33a 🌺
0x1f340 🍀
0x1f346 🍆
0x1f34a 🍊
0x1f351 🍑
0x1f352 🍒
0x1f353 🍓
0x1f35a 🍚
0x1f35c 🍜
0x1f35e 🍞
0x1f363 🍣
0x1f367 🍧
0x1f36b 🍫
0x1f37d 🍽
0x1f384 🎄
0x1f385 🎅
0x1f3b6 🎶
0x1f3f3 🏳
0x1f3fb 🏻
0x1f3fc 🏼
0x1f41f 🐟
0x1f426 🐦
0x1f430 🐰
0x1f431 🐱
0x1f436 🐶
0x1f437 🐷
0x1f43b 🐻
0x1f43d 🐽
0x1f445 👅
0x1f44b 👋
0x1f44c 👌
0x1f44d 👍
0x1f44f 👏
0x1f450 👐
0x1f451 👑
0x1f48b 💋
0x1f493 💓
0x1f495 💕
0x1f496 💖
0x1f497 💗
0x1f498 💘
0x1f499 💙
0x1f49a 💚
0x1f49b 💛
0x1f49c 💜
0x1f49d 💝
0x1f49e 💞
0x1f4a4 💤
0x1f4a8 💨
0x1f4aa 💪
0x1f4ab 💫
0x1f4ad 💭
0x1f4e2 📢
0x1f4f8 📸
0x1f514 🔔
0x1f525 🔥
0x1f590 🖐
0x1f5a4 🖤
0x1f601 😁
0x1f602 😂
0x1f604 😄
0x1f606 😆
0x1f607 😇
0x1f609 😉
0x1f60a 😊
0x1f60b 😋
0x1f60c 😌
0x1f60d 😍
0x1f60f 😏
0x1f618 😘
0x1f61a 😚
0x1f61b 😛
0x1f61d 😝
0x1f622 😢
0x1f623 😣
0x1f62a 😪
0x1f62c 😬
0x1f62d 😭
0x1f630 😰
0x1f634 😴
0x1f637 😷
0x1f639 😹
0x1f63a 😺
0x1f63b 😻
0x1f63d 😽
0x1f646 🙆
0x1f649 🙉
0x1f64b 🙋
0x1f64c 🙌
0x1f64f 🙏
0x1f6cf 🛏
0x1f90d 🤍
0x1f912 🤒
0x1f914 🤔
0x1f917 🤗
0x1f919 🤙
0x1f91f 🤟
0x1f923 🤣
0x1f924 🤤
0x1f928 🤨
0x1f929 🤩
0x1f92b 🤫
0x1f92d 🤭
0x1f951 🥑
0x1f955 🥕
0x1f970 🥰
0x1f972 🥲
0x1f973 🥳
0x1f976 🥶
0x1f97a 🥺
0x1f97d 🥽
0x1f981 🦁
0x1f98a 🦊
0x1f98b 🦋
0x1f9b6 🦶
0x1f9cb 🧋
0x1f9d0 🧐
0x1f9e1 🧡
0x1f9f8 🧸
0x1fa84 🪄
